entrez_id	tissue_group	group_mean	group_variance	log2_variance	mean_bin
54531	normal	3.52652700970588	0.0674561757665662	-3.88990565853695	15
54532	normal	8.37045286529412	1.85339404740267	0.890169643262907	28
54534	normal	6.06930810376471	1.34964385144543	0.432578754282788	22
54535	normal	4.99791177505882	0.0499206502682473	-4.3242194628529	19
54536	normal	5.77878030905882	0.31058127195752	-1.68695725701216	21
54537	normal	9.27429287629412	0.117553709091813	-3.08860803480801	29
54538	normal	8.433037496	1.00780213220058	0.0112124137242861	28
54539	normal	10.452244414	0.513217586253606	-0.962357487269275	30
5454	normal	2.47035311752941	0.113572623510281	-3.13831297734922	9
54540	normal	5.42649977870588	0.349857900561415	-1.51515902363751	20
54541	normal	8.63203753688235	1.07919583310656	0.109956683005838	28
54542	normal	7.49186285170588	0.156387240757667	-2.67680528330692	26
54544	normal	2.321243575	0.00120865739998032	-9.6923789212943	2
54545	normal	10.1573940504118	0.748496346287962	-0.417932820961858	30
54546	normal	2.51470761064706	0.261933743201629	-1.93272617031194	10
54549	normal	3.16934192852941	0.573734409212943	-0.801545049945717	14
5455	normal	2.448747746	0.0674872426721451	-3.88924137906449	9
54550	normal	3.85367870282353	0.012456032531977	-6.32701157228909	16
54551	normal	2.55740573029412	0.150869641003556	-2.72862556854603	10
54552	normal	4.61323889458824	0.225160150719539	-2.15097657584569	18
54553	normal	4.71627630917647	0.00910544959940441	-6.77905402980846	18
54554	normal	4.91843365641177	0.291837646305997	-1.77676209567626	19
54555	normal	5.87209528070588	0.26337183794396	-1.9248270068128	21
54556	normal	7.71267676717647	0.412143637806247	-1.27878087049813	27
54557	normal	6.89152020011765	0.490972098986935	-1.02628705364048	24
54558	normal	4.16878461382353	0.237869014359412	-2.07176074133138	17
5456	normal	2.34801154529412	0.0128276796149126	-6.28459596329202	4
54566	normal	2.51239142082353	0.121172910516641	-3.04486088973622	10
54567	normal	5.38527054570588	0.278365353240891	-1.84494843764503	20
5457	normal	2.61764437170588	0.189165563726924	-2.40227861488956	11
54576	normal	2.33067801052941	0.00542652111528884	-7.52575668666576	3
